;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N° de facture;N° de Relevé Détaillé;Date de facturation;Code filiale;N° client bénéficiaire;RS client bénéficiaire;Division de Parc (code);Division de Parc (libellé);N° de support;Rang;Libellé estampé (immat./nom);Mention complémentaire;Code émetteur;Type de véhicule (libellé);Date de la transaction;Heure de la transaction;Code produit (libellé);Quantité;Montant TTC remise/maj incl.;Montant HTVA remise/maj incl.;Montant TVA remise/maj incl.;Contre-valeur TTC remise/maj incl.;Contre-valeur HTVA remise/maj incl.;Contre-valeur TVA remise/maj incl.;Taux de TVA;Code pays de facturation (libellé);Prix de facturation (unitaire TTC);Code devise du pays de la transaction;Montant forfaitaire de remise;Code et nom de la station;Kilométrage saisi;Référence;Info. additionnelle (message client);Code conducteur;Nom du conducteur
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0034;0;AE933GD;TPT - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;27/04/2013;09:58;Gazole Excellium;55,31;77,73;64,99;12,74;77,73;64,99;12,74;19,60;FRANCE;1,45;EUR;-2,49;TFLFS RELAIS DES ALLUEGES;133200,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;19:41;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0197;0;BC652GB;GLX - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;19:02;Péage TVA;1,00;16,20;13,55;2,65;16,20;13,55;2,65;19,60;FRANCE;16,20;EUR;0,00;EF25004220 LANCON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;09:07;Lavage;1,00;1,00;0,84;0,16;1,00;0,84;0,16;19,60;FRANCE;1,00;EUR;0,00;TFBLL RELAIS LE BOURGET CHAMBERY;0,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0162;3;CN425GW;MACN - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;15:55;Péage TVA;1,00;3,50;2,93;0,57;3,50;2,93;0,57;19,60;FRANCE;3,50;EUR;0,00;EF25004180 BALBIGNY;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0038;0;CG934HZ;PBD - VP - 04ZZZNCOM;701001;03-VEHICULE DE TOURISME;16/04/2013;16:56;Lavage Progr. 2;1,00;5,90;4,93;0,97;5,90;4,93;0,97;19,60;FRANCE;5,90;EUR;0,00;TFLFS RELAIS DES ALLUEGES;0,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0185;0;BR636QC;NLR VP 06ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;10:03;Péage TVA;1,00;2,40;2,01;0,39;2,40;2,01;0,39;19,60;FRANCE;2,40;EUR;0,00;EA25003062 VILLEFONT.;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0113;2;CA575XP;JPS - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;15:54;Péage TVA;1,00;2,20;1,84;0,36;2,20;1,84;0,36;19,60;FRANCE;2,20;EUR;0,00;ER25009100 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0173;0;BK979ZC;RSA - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;13:55;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0118;2;BZ110PB;FPT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;11:30;Péage TVA;1,00;3,10;2,59;0,51;3,10;2,59;0,51;19,60;FRANCE;3,10;EUR;0,00;EF25004202 CHANAS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;08:36;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003085 RIVES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;18:24;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0131;2;CH933XV;SRZ - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;2,18;1,82;0,36;2,18;1,82;0,36;19,60;;2,18;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;4,03;3,37;0,66;4,03;3,37;0,66;19,60;;4,03;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0211;0;CT336EH;RPO - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;SECU 24/24;1,00;2,99;2,50;0,49;2,99;2,50;0,49;19,60;;2,99;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0184;0;BL500MV;FBA - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;13:00;Parking;1,00;3,00;2,51;0,49;3,00;2,51;0,49;19,60;FRANCE;3,00;EUR;0,00;H5250AN380 GRENOBLE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;18:45;Péage TVA;1,00;0,50;0,42;0,08;0,50;0,42;0,08;19,60;FRANCE;0,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0044;0;BZ720RF;FTN - VU - 04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:42;Gazole Excellium;59,38;82,86;69,28;13,58;82,86;69,28;13,58;19,60;FRANCE;1,44;EUR;-2,67;TFLAZ RELAIS DE LA RAVOIRE;71955,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0121;2;CG929ML ;SRL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;16:03;Péage TVA;1,00;2,40;2,01;0,39;2,40;2,01;0,39;19,60;FRANCE;2,40;EUR;0,00;EF25004208 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0089;3;CN248ML;ACN-VU-06ZZZAAUD+4+3+2-;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;13:28;Péage TVA;1,00;8,80;7,36;1,44;8,80;7,36;1,44;19,60;FRANCE;8,80;EUR;0,00;EA25003091 CHATUZANGE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0140;2;CH690XV;FFY - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;16/04/2013;13:40;Gazole Excellium;49,21;69,66;58,24;11,42;69,66;58,24;11,42;19,60;FRANCE;1,46;EUR;-2,21;TFBEC GIRARD GGE DE L'ETISSEY;35364,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0197;0;BC652GB;GLX - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;16:56;Péage TVA;1,00;8,80;7,36;1,44;8,80;7,36;1,44;19,60;FRANCE;8,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0115;2;CB920NT;GDR - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;16:01;Péage TVA;1,00;3,70;3,09;0,61;3,70;3,09;0,61;19,60;FRANCE;3,70;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0206;0;CS724QA;CBT - VU - 04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;SERVICE +;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;;1,10;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0110;2;BZ150PV;HFY - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;13:57;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0013;0;AL 029 FA;FILIPI;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;14:07;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0200;0;BC985AT;MCT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;16:49;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;22/04/2013;08:24;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0169;1;BD567FR;PIMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:16;Péage TVA;1,00;1,20;1,00;0,20;1,20;1,00;0,20;19,60;FRANCE;1,20;EUR;0,00;EF25004178 MONTBRISON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;07:46;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009119 MACON S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;18/04/2013;17:40;Lavage Progr. 4;1,00;9,10;7,61;1,49;9,10;7,61;1,49;19,60;FRANCE;9,10;EUR;0,00;TFLAZ RELAIS DE LA RAVOIRE;65044,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0193;0;BX293VW;LDE-VP-ZZZZZTDIS;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;07:51;Gazole Excellium;56,23;76,50;63,96;12,54;76,50;63,96;12,54;19,60;FRANCE;1,44;EUR;-4,49;TFLRW RELAIS DE COMMUNAY;96800,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0006;0;CB764FQ;MMT - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;10:36;Péage TVA;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;EA25003004 BOURGOIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0019;0;AR077XV;RPO - VU - 03ZZZSTEC;701001;04-AUTRES;22/04/2013;09:24;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0011;0;CC034GR;JMB - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;16:32;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0154;2;CK670RL;RME - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;14:55;Gazole Excellium;50,59;70,60;59,03;11,57;70,60;59,03;11,57;19,60;FRANCE;1,44;EUR;-2,27;TFLQX RELAIS D EYBENS;16870,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0118;2;BZ110PB;FPT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;11:53;Péage TVA;1,00;3,10;2,59;0,51;3,10;2,59;0,51;19,60;FRANCE;3,10;EUR;0,00;EF25004201 VIENNE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0175;0;BN153NG-VU;BMS -VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:36;Gazole Excellium;38,03;53,07;44,37;8,70;53,07;44,37;8,70;19,60;FRANCE;1,44;EUR;-1,71;TFLUX SAS VILLEFRANCHE AUTOMOBILES;54303,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0106;2;BW482YW;CTE - VP - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;16:51;Parking;1,00;6,80;5,69;1,11;6,80;5,69;1,11;19,60;FRANCE;6,80;EUR;0,00;K2250BB420 ST ETIENNE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;18/04/2013;17:45;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004207 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;17:56;Péage TVA;1,00;5,20;4,35;0,85;5,20;4,35;0,85;19,60;FRANCE;5,20;EUR;0,00;EA25003034 STE HELENE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;11:11;Péage TVA;1,00;1,70;1,42;0,28;1,70;1,42;0,28;19,60;FRANCE;1,70;EUR;0,00;EF25004185 TARARE EST OUVERT sortie;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0143;2;CN589RC;DGZ - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;16/04/2013;07:39;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EA25003005 TOUR PIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0102;2;BT228CB;KBN - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;07:49;Péage TVA;1,00;0,70;0,59;0,11;0,70;0,59;0,11;19,60;FRANCE;0,70;EUR;0,00;EF25004203 TAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0100;2;CN355BQ;MZI -VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;07:36;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004206 LORIOL;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0129;2;BG737RK;BEFN - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;19:15;Péage TVA;1,00;7,20;6,02;1,18;7,20;6,02;1,18;19,60;FRANCE;7,20;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0203;0;CS472WW;AGE - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;Carte à puce offline;1,00;8,22;6,87;1,35;8,22;6,87;1,35;19,60;;8,22;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0017;0;BL441LF;RPC - VU - 03ZZZSTEC;701001;04-AUTRES;17/04/2013;08:23;Péage TVA;1,00;1,30;1,09;0,21;1,30;1,09;0,21;19,60;FRANCE;1,30;EUR;0,00;EA25003095 TULLINS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0160;2;CR094TZ;ZZZZZTLIV-M.Alboussiere;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;15:01;Gazole Premier;60,47;81,96;68,53;13,43;81,96;68,53;13,43;19,60;FRANCE;1,40;EUR;-2,72;TFJKP RELAIS DE DRUMETTAZ;130000,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;08:50;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003085 RIVES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;08:25;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;ER25009221 VILLEFRAN.;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0100;2;CN355BQ;MZI -VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;07:05;Lavage;1,00;3,00;2,51;0,49;3,00;2,51;0,49;19,60;FRANCE;3,00;EUR;0,00;TFLPC SARL GARAGE PHEBY;15362,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0054;4;HORS-PARC ;NGD - VP - 02ZZZNCOM;701001;04-AUTRES;22/04/2013;08:06;Gazole Excellium;46,85;65,37;54,66;10,71;65,37;54,66;10,71;19,60;FRANCE;1,44;EUR;-2,11;TFHOX RELAIS DU LAVANDIN;49770,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0119;3;BL137BD;SMA - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;14:17;Gazole Premier;39,58;54,05;45,19;8,86;54,05;45,19;8,86;19,60;FRANCE;1,41;EUR;-1,78;TFLEW RELAIS DE FONTBONNE;75937,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0015;0;AB 659 TX;DCD - VU -03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;15:23;Péage TVA;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;EA25003004 BOURGOIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0011;0;CC034GR;JMB - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;10:02;Péage TVA;1,00;2,40;2,01;0,39;2,40;2,01;0,39;19,60;FRANCE;2,40;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0184;0;BL500MV;FBA - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,31;0,26;0,05;0,31;0,26;0,05;19,60;;0,31;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;14:27;Péage TVA;1,00;3,30;2,76;0,54;3,30;2,76;0,54;19,60;FRANCE;3,30;EUR;0,00;EA25003041 LE CROZET;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0123;2;CG376MM ;FSZ - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;07:34;Parking;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;J4250AU026 Valence;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0194;0;CR891CW;APE - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;11:23;Gazole Premier;40,41;55,58;46,47;9,11;55,58;46,47;9,11;19,60;FRANCE;1,42;EUR;-1,82;TFHLE RELAIS PONT DE L'ISERE RN 7;3231,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0040;5;CK354LL;SFR-VP-02+03+04+06ZZZNAV;701001;03-VEHICULE DE TOURISME;30/04/2013;13:38;Gazole Excellium;45,33;63,71;53,27;10,44;63,71;53,27;10,44;19,60;FRANCE;1,45;EUR;-2,04;TFLBE SARL DENIS GAUTHIER;12655,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0019;0;AR077XV;RPO - VU - 03ZZZSTEC;701001;04-AUTRES;19/04/2013;16:49;Péage TVA;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;EA25003084 MOIRANS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0112;2;BY477PY;SBU - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;11:04;Lavage Progr. 3;1,00;8,90;7,44;1,46;8,90;7,44;1,46;19,60;FRANCE;8,90;EUR;0,00;TFLDQ RELAIS PETIT ROUSSET;44138,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0131;2;CH933XV;SRZ - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;19/04/2013;08:21;Péage TVA;1,00;3,20;2,68;0,52;3,20;2,68;0,52;19,60;FRANCE;3,20;EUR;0,00;EF25004204 VALENCE-N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;08:16;Péage TVA;1,00;13,80;11,54;2,26;13,80;11,54;2,26;19,60;FRANCE;13,80;EUR;0,00;EA25003091 CHATUZANGE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;14:27;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913519;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;11:22;Péage;1,00;2,00;2,00;0,00;2,00;2,00;0,00;;FRANCE;2,00;EUR;0,00;EL25011032 RHONE INT;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0208;0;CS677SA;SBH - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;Carte à puce offline;1,00;8,22;6,87;1,35;8,22;6,87;1,35;19,60;;8,22;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0210;0;CT243EH;FBT - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;SERVICE +;1,00;0,99;0,83;0,16;0,99;0,83;0,16;19,60;;1,00;EUR;-0,01;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;17:58;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0054;4;HORS-PARC ;NGD - VP - 02ZZZNCOM;701001;04-AUTRES;18/04/2013;13:31;Péage TVA;1,00;1,70;1,42;0,28;1,70;1,42;0,28;19,60;FRANCE;1,70;EUR;0,00;EF25004208 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0100;2;CN355BQ;MZI -VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;07:23;Péage TVA;1,00;16,30;13,63;2,67;16,30;13,63;2,67;19,60;FRANCE;16,30;EUR;0,00;EA25003091 CHATUZANGE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0131;2;CH933XV;SRZ - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;22/04/2013;08:26;Péage TVA;1,00;3,20;2,68;0,52;3,20;2,68;0,52;19,60;FRANCE;3,20;EUR;0,00;EF25004204 VALENCE-N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0147;2;CJ472PE;LMY - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;14:34;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
